관리번호,시군구명,동명,리명,지번,도로명,구코드,동코드,리코드,교차로명,경도,위도
8-061,북구,금곡동,,810,효열로 134,26320,26320101,,금곡주공아파트9단지앞(901동),129.0137077,35.25481488
8-060,북구,금곡동,,810,효열로 134,26320,26320101,,금곡주공아파트8단지앞(801동),129.0146812,35.25802878
8-028,북구,구포동,,1085-7,백양대로1015번길 29,26320,26320105,,구포삼정그린코아,128.9946633,35.19641492
8-027,북구,금곡동,,Jun-53,,26320,26320101,,금곡역,129.0175146,35.26789392
8-026,북구,금곡동,,1636,,26320,26320101,,금곡주유소,129.0147613,35.26316159
8-025,북구,금곡동,,1655-2,,26320,26320101,,조달청부산지청,129.0105464,35.25310559
8-023,북구,금곡동,,1885,화명신도시로 244,26320,26320101,,율리마을,129.012942,35.24755845
8-022,북구,금곡동,,1113-1,,26320,26320101,,금곡동사무소,129.0123309,35.25028578
8-021,북구,금곡동,,1892,화명신도시로 210-1,26320,26320101,,벽산강변타운,129.0129819,35.2448556
8-020,북구,금곡동,,1522-2,,26320,26320101,,화명초등학교,129.0139897,35.24086157
8-019,북구,화명동,,1430,,26320,26320102,,화신중학교,129.0139724,35.23823073
8-018,북구,화명동,,1264-2,금곡대로285번길 19,26320,26320102,,백양주유소,129.0138183,35.23470572
8-017,북구,화명동,,1229,,26320,26320102,,대림아파트,129.0133463,35.23237644
8-016,북구,화명동,,1229,,26320,26320102,,만호제강후문,129.0127662,35.23019703
8-015,북구,화명동,,1130-9,,26320,26320102,,만호제강,129.0122824,35.2285321
8-014,북구,화명동,,2312,,26320,26320102,,화명소방PB,129.0104435,35.22596123
8-212,북구,화명동,,2313,학사로 8,26320,26320102,,수정역,129.0091803,35.22362278
14-038,해운대구,우동,,1301-10,수영강변대로 93,26350,26350105,,수영1호교,129.1252563,35.16559081
8-012,북구,덕천동,,310-8,,26320,26320104,,공원주유소,129.0044463,35.21454003
8-011,북구,덕천동,,327,금곡대로 14,26320,26320104,,덕천천,129.0049046,35.21120043
8-010,북구,구포동,,1119-1,,26320,26320105,,한중병원,128.9910502,35.19885218
8-009,북구,구포동,,1188-7,낙동대로1570번길 13,26320,26320105,,북구청입구,128.9879689,35.1970397
8-008,북구,만덕동,,295-48,만덕1로 17,26320,26320103,,만덕로타리,129.0375356,35.21295357
8-007,북구,덕천동,,462,만덕3로16번길 54,26320,26320104,,덕천벽산아파트,129.0218409,35.21326484
8-004,북구,덕천동,,462,만덕대로 79,26320,26320104,,덕천남해고속입구,129.0105084,35.21143676
8-003,북구,덕천동,,327,금곡대로 14,26320,26320104,,덕천로타리,129.0053412,35.21009762
8-002,북구,구포동,,1116-3,사상로 613,26320,26320105,,구포삼거리,128.9913028,35.20037219
8-001,북구,구포동,,1124-13,사상로 602,26320,26320105,,북구청,128.9907216,35.1968137
7-223,남구,용호동,,176-47,신선로 542,26290,26290107,,용문초교,129.1086744,35.12980202
7-220,부산진구,범천동,,1226-1,,26230,26230104,,(문현혁신도시)기술보증기금 주변,129.0635569,35.14586621
7-213,남구,감만동,,521-27,,26290,26290111,,연합철강정문,129.0763244,35.11251841
7-212,남구,대연동,,1752-1,,26290,26290106,,(못골시장)롯데리아대연점,129.0884612,35.1349393
14-041,수영구,민락동,,110-29,광안해변로344번길 17-5,26500,26500103,,미월드 앞,129.1317595,35.15604677
7-210,남구,용당동,,Oct-99,동명로 26,26290,26290108,,용당 현대 I Park,129.0997712,35.11852388
7-208,남구,용호동,,555-56,용호로 222,26290,26290107,,(주)시민여객(용호맨션),129.1109676,35.11158229
7-207,남구,용호동,,486-43,용호로 189-1,26290,26290107,,푸른약국,129.1110428,35.11636347
14-040,수영구,광안동,,143-5,,26500,26500104,,화목맨션(복개도로),129.1189983,35.16441216
7-205,남구,대연동,,1603-5,신정번영로21번길 7,26290,26290106,,(대연고개)동해한의원 앞,129.0807858,35.13431177
7-203,남구,용호동,,Jan-47,용호로90번길 18-21,26290,26290107,,이기대입구(직결),129.1125726,35.1242345
7-202,남구,용호동,,960,,26290,26290107,,메트로 외곽도로 3지점,129.1163604,35.12974412
7-201,남구,용호동,,953,,26290,26290107,,메트로 외곽도로 2지점,129.1154652,35.13302535
7-200,남구,용호동,,952,,26290,26290107,,메트로 외곽도로 1지점,129.1128032,35.13458085
14-039,수영구,남천동,,171,남천동로 46,26500,26500105,,대한노인복지회관,129.1108889,35.14007999
7-198,남구,대연동,,1136-13,석포로 109-8,26290,26290106,,석포초교 (진입),129.0900468,35.12675441
7-197,남구,용호동,,951,오륙도로 60,26290,26290107,,오륙도중학교,129.11565,35.10264575
7-195,남구,용호동,,951,오륙도로 60,26290,26290107,,오륙도초등학교,129.1155936,35.10448176
7-194,남구,용호동,,산205,,26290,26290107,,오륙도SK뷰아파트115동(후문),129.1169585,35.10150534
7-193,남구,용호동,,871,,26290,26290107,,오륙도SK뷰아파트110동(정문),129.1209128,35.10128386
7-192,남구,용호동,,산236-1,,26290,26290107,,(용호)남구폐기물 종합처리장,129.1055441,35.10696758
7-190,남구,용당동,,100-10,신선대산복로 38,26290,26290108,,동국자동차정비,129.0995613,35.1174536
7-189,남구,대연동,,1600-159,,26290,26290106,,남구청사 앞,129.0837402,35.13585351
7-188,남구,용당동,,548-9,신선로 436,26290,26290108,,수목원,129.0986459,35.12514636
7-187,남구,용호동,,895-7,,26290,26290107,,시민여객 회차장,129.112664,35.10406274
7-186,남구,용호동,,1808-5,,26290,26290107,,자이하이츠 304동앞,129.1100676,35.13366605
7-185,남구,용호동,,957,,26290,26290107,,자이하이츠 303동앞,129.1116591,35.13348418
7-184,남구,용호동,,957,,26290,26290107,,자이하이츠 306동앞,129.11227,35.13214458
7-183,남구,용호동,,958,신선로 566-3,26290,26290107,,자이하이츠 309동앞,129.1113865,35.13126776
14-043,수영구,민락동,,01월 06일,광안해변로 467-3,26500,26500103,,민락 I.PARK 아파트,129.1293567,35.16140076
7-175,남구,용호동,,176-8,분포로 113,26290,26290107,,자이하이츠1지점,129.1101422,35.13197823
7-174,남구,감만동,,Feb-73,우암로 112,26290,26290111,,감만동일아파트,129.0809961,35.11965887
14-037,수영구,광안동,,1078-7,광서로10번길 23,26500,26500104,,화목오피스텔,129.1146388,35.16477433
7-172,남구,대연동,,1245-12,수영로132번길 88,26290,26290106,,대연6동사무소,129.0837353,35.13470719
7-170,남구,용호동,,산221-16,,26290,26290107,,성모병원(늘빛교회),129.1121061,35.10825227
14-036,수영구,남천동,,03월 30일,수영로475번길 31,26500,26500105,,금련산입구,129.1102351,35.14743981
14-035,수영구,광안동,,445-2,수영로725번길 28,26500,26500104,,수영병원,129.1167019,35.16791203
7-167,남구,대연동,,565-4,조각공원로 29,26290,26290106,,대천초등학교,129.1010169,35.12881262
7-166,남구,문현동,,1230,자유평화로57번길 21,26290,26290109,,문현동 쌍용아파트(문현금융단지안),129.0648997,35.14583096
14-034,수영구,광안동,,149-3,감포로18번길 20-2,26500,26500104,,동방사거리,129.1200389,35.16111466
3-024,동구,범일동,,1445-74,,26170,26170104,,범일초교,129.0497243,35.13986505
7-162,남구,대연동,,1265-12,,26290,26290106,,남구청옆 동원로얄듀크,129.0868931,35.13620041
14-033,수영구,민락동,,110-20,,26500,26500103,,민락동롯데아파트,129.1332128,35.15696176
7-159,남구,용호동,,960,분포로 93,26290,26290107,,분포고등학교,129.1151027,35.13051078
7-158,남구,용호동,,957,,26290,26290107,,LG메트로133동(막힌3거리),129.1135287,35.13141808
7-157,남구,용호동,,958,신선로 566-3,26290,26290107,,"메트로129동,분포우체국",129.1123341,35.13061959
7-156,남구,용호동,,176-8,신선로 566-3,26290,26290107,,메트로142동:자연놀이방,129.1116805,35.12974414
7-155,남구,대연동,,1255-10,,26290,26290106,,남부교육청앞,129.0855741,35.13565288
7-153,남구,용호동,,892-1,,26290,26290107,,용호동 문서보존소 옆,129.1172475,35.10796831
7-152,부산진구,범천동,,1226-1,중앙번영로 26,26230,26230104,,E마트문현점서측(E마트정문),129.0633098,35.14491425
7-151,남구,문현동,,750-7,,26290,26290109,,E마트문현점동측(E마트주차장),129.0648901,35.14501512
7-150,남구,대연동,,297-4,진남로25번길 9,26290,26290106,,동천고교입구,129.089586,35.13806661
9-027,해운대구,우동,,1445,,26350,26350105,,동백섬입구,129.1517777,35.1579345
14-032,수영구,민락동,,108-15,,26500,26500103,,대우푸르지오아파트주변,129.1309504,35.15894283
7-148,남구,문현동,,125-11,고동골로 66,26290,26290109,,대흥천보약국(문현초교 옆),129.0713674,35.1439693
7-146,남구,감만동,,521-35,,26290,26290111,,부산항배후도로(유니온후문),129.0791766,35.1105164
7-145,남구,문현동,,32-16,고동골로97번길 58-4,26290,26290109,,문현초교후문,129.0726464,35.1455615
7-144,남구,감만동,,626,북항로 179,26290,26290111,,감만부두진입도로,129.0729034,35.1100284
7-136,남구,용호동,,176-8,분포로 113,26290,26290107,,메트로시티(215동)7지점,129.1102227,35.12809723
7-218,남구,용당동,,540-2,신선로 442,26290,26290108,,동명정보대학,129.0994232,35.12327313
7-132,남구,대연동,,867-15,,26290,26290106,,시립박물관후문,129.0955039,35.13017008
7-131,남구,용호동,,Feb-29,이기대공원로 11,26290,26290107,,메트로시티(114동)6지점,129.1140429,35.12819085
7-128,남구,감만동,,521-53,,26290,26290111,,감만LG정유부산주유소,129.0788595,35.10857526
7-126,남구,감만동,,254-61,신선로 180,26290,26290111,,감만LG정유부산주유소,129.0834211,35.10872873
7-124,남구,대연동,,945-17,,26290,26290106,,문화회관입구,129.0931671,35.12895935
7-123,남구,우암동,,215-41,,26290,26290110,,성천초교입구,129.0706139,35.13088147
7-120,남구,대연동,,1173-4,천제등로38번길 87,26290,26290106,,부산공고 공동실습소,129.0869356,35.12919138
7-119,남구,문현동,,141-72,,26290,26290109,,서원유통앞삼거리,129.0727076,35.14131687
14-030,수영구,광안동,,179-29,광안로61번나길 11,26500,26500104,,광안바다파출소,129.1194168,35.15426334
7-095,남구,문현동,,Feb-52,,26290,26290109,,세화여상입구(문현현대아파트직결),129.0765839,35.14436815
7-116,남구,용당동,,485-9,신선로 428,26290,26290108,,동명대자율관,129.1005064,35.12007715
7-114,남구,용호동,,487-1,,26290,26290107,,우리은행(용호지점),129.1115612,35.11800632
7-113,남구,우암동,,Dec-60,유엔로 14,26290,26290110,,자유아파트107동,129.0798574,35.12625306
7-112,남구,우암동,,101-1,유엔로 46,26290,26290110,,"성지공고,성지중학교",129.0816665,35.12738153
7-111,남구,우암동,,1034-5,천제등로28번길 100,26290,26290110,,동림리라맨션,129.0850293,35.12843815
7-110,남구,대연동,,1013-8,석포로127번길 35,26290,26290106,,부산공고,129.0893449,35.13020924
7-108,남구,감만동,,498-130,,26290,26290111,,화물터미널휴계소,129.0808225,35.11058746
7-107,남구,감만동,,107-13,우암로75번길 46,26290,26290111,,항만관리대대,129.0773842,35.11685502
7-106,남구,감만동,,75-106,,26290,26290111,,3함대(연합철강),129.0748891,35.11615782
7-105,남구,용당동,,206-35,신선로 250,26290,26290108,,현대상선출구,129.0906373,35.11056547
8-239,북구,덕천동,,644-9,,26320,26320104,,덕천IC주변,129.0045949,35.21506664
7-104,남구,감만동,,254-4,신선로 180,26290,26290111,,현대상선입구,129.0872101,35.11047356
14-029,수영구,광안동,,196-10,광안해변로 199,26500,26500104,,맥도날드,129.117728,35.15271807
7-102,남구,감만동,,06월 14일,,26290,26290111,,부산외국어대학앞,129.0827586,35.12224365
7-101,동구,범일동,,946-1,조방로16번길 17,26170,26170104,,범5호광장(성동중학교직결),129.0644822,35.14142843
7-100,남구,대연동,,289-15,진남로30번길 14,26290,26290106,,대연초교,129.091547,35.13680228
7-098,남구,대연동,,1536-61,못골로41번길 29-1,26290,26290106,,대연여상,129.0855591,35.13818504
7-097,남구,대연동,,1593-5,,26290,26290106,,연포초교,129.0821983,35.13838986
7-096,남구,문현동,,94-13,진남로154번길 13-2,26290,26290109,,부산혜성학교,129.0791504,35.14086339
7-117,남구,문현동,,Aug-98,,26290,26290109,,동남제과,129.0762377,35.14341668
7-092,남구,감만동,,327-9,,26290,26290111,,부산은행감만지점,129.081267,35.11615353
7-091,남구,감만동,,592-8,우암로 42,26290,26290111,,동항초등학교,129.0816566,35.1142581
7-089,남구,감만동,,498-130,,26290,26290111,,호남정유 (감만현대아파트 앞 사거리),129.0831993,35.11063593
7-088,남구,용당동,,168-14,,26290,26290108,,동명부두,129.0919256,35.10934991
7-087,남구,용당동,,168-35,,26290,26290108,,용당CY,129.0930898,35.11062817
7-086,남구,용당동,,623-34,신선로 301,26290,26290108,,신선대부두,129.0957525,35.11280059
7-085,남구,용당동,,128-15,신선로 326,26290,26290108,,용당세관,129.0953236,35.11507662
7-084,남구,용당동,,349,신선로 326,26290,26290108,,동남여객,129.094972,35.11660584
7-083,남구,용당동,,454-5,,26290,26290108,,부경대학교,129.0961323,35.11819212
7-082,남구,용당동,,Oct-99,동명로 26,26290,26290108,,동명오거리,129.0989568,35.12116708
7-081,남구,용당동,,546-1,신선로 436,26290,26290108,,경인주유소,129.1001681,35.12509323
14-028,수영구,민락동,,220-5,광안해변로278번길 25,26500,26500103,,민락타운,129.1235918,35.15575212
7-079,남구,용당동,,472-11,유엔평화로143번길 14-12,26290,26290108,,한신문화타운(한신아파트),129.0978463,35.12250049
7-078,남구,용당동,,733,,26290,26290108,,석포여중,129.0963697,35.12434879
7-077,남구,대연동,,748,유엔평화로76번길 105-8,26290,26290106,,U.N.묘지,129.0956072,35.12658648
7-075,남구,대연동,,563-7,유엔평화로47번길 153-10,26290,26290106,,대천초교,129.0989506,35.1300841
7-216,남구,대연동,,561-16,유엔평화로47번길 153-10,26290,26290106,,대천사거리,129.1014071,35.13008545
7-073,남구,용호동,,555-15,용호로 238-14,26290,26290107,,운산초교,129.1115929,35.10984719
7-071,남구,용호동,,541-49,,26290,26290107,,용호2파출소,129.1110085,35.11306716
7-070,남구,용호동,,486-56,동명로132번길 93-1,26290,26290107,,용호2동사무소(제일약국),129.1110196,35.11472156
7-068,남구,용호동,,392-1,동명로145번다길 2-9,26290,26290107,,용호사거리(부산은행),129.1120775,35.1196526
7-067,남구,용호동,,Feb-89,용호로106번가길 25,26290,26290107,,용호약국,129.1122573,35.12176515
7-066,남구,용호동,,135-1,용호로90번길 23,26290,26290107,,이기대입구,129.1126266,35.12489178
7-065,남구,용호동,,911-17,용호로76번길 24-8,26290,26290107,,용호여중입구,129.1095128,35.1266201
7-064,남구,용호동,,179,,26290,26290107,,면허시험장앞,129.1069302,35.12860168
7-063,남구,용호동,,178-12,유엔로246번길 25-6,26290,26290107,,영남제분,129.1056278,35.12962034
7-062,남구,대연동,,535-7,용소로 101,26290,26290106,,차량등록사업소,129.1024079,35.13107737
7-060,남구,대연동,,Oct-58,용소로 11,26290,26290106,,대연3동사무소,129.1008905,35.13425062
14-027,수영구,남천동,,148-8,,26500,26500105,,삼익스포츠,129.11501,35.14104815
14-026,수영구,남천동,,148-8,,26500,26500105,,삼익비치타운사거리,129.1150196,35.1436041
14-025,수영구,남천동,,148-69,,26500,26500105,,삼익비치B상가,129.1148957,35.14554023
14-024,수영구,남천동,,204-2,,26500,26500105,,협진태양맨션,129.1145203,35.14771591
14-023,수영구,광안동,,139-1,감포로 100,26500,26500104,,건강약국(복개도로),129.1182733,35.16633866
14-022,수영구,광안동,,147-17,감포로48번길 16,26500,26500104,,민안초교,129.1198063,35.16195008
7-052,남구,대연동,,1077,,26290,26290106,,석포여중,129.0910767,35.12810373
7-051,남구,대연동,,211-25,수영로325번길 159-62,26290,26290106,,황령산터널입구,129.0961887,35.14653214
7-050,남구,대연동,,214-3,,26290,26290106,,유진화학,129.0977527,35.14554006
14-021,수영구,광안동,,705-1,민락로33번길 5,26500,26500104,,광안여중,129.1196394,35.15710614
14-020,수영구,광안동,,152-44,광안로21번가길 35,26500,26500104,,광안초교,129.1161055,35.155834
7-047,남구,대연동,,985-9,유엔평화로38번길 30,26290,26290106,,박한의원(코리아호텔),129.0919679,35.13289438
14-019,남구,대연동,,1808,,26290,26290106,,49호광장(도시가스),129.1111519,35.13591945
14-018,수영구,남천동,,148-8,,26500,26500105,,삼익유수풀장,129.1148716,35.13951296
14-017,수영구,민락동,,85,광안해변로 425-13,26500,26500103,,수영2호교(민락),129.128813,35.16027043
14-016,수영구,광안동,,141-23,광안로7번길 33,26500,26500104,,세강병원(광안시장),129.1134978,35.15948026
14-015,수영구,민락동,,14-20,,26500,26500103,,용화여객,129.1264236,35.15955915
14-014,수영구,민락동,,Oct-39,,26500,26500103,,민락새마을금고,129.1240312,35.15906044
14-013,수영구,광안동,,156-7,감포로 12,26500,26500104,,동방오거리,129.1209397,35.15866658
14-012,수영구,광안동,,184-29,광남로172번길 10,26500,26500104,,해변로타리,129.1177661,35.15452992
14-011,수영구,광안동,,196-1,수영로522번길 45-7,26500,26500104,,수협광남지소,129.1160751,35.15221446
14-042,수영구,민락동,,181-76,민락로6번길 49,26500,26500103,,민락수협,129.1257207,35.15646538
14-010,수영구,남천동,,204-5,남천바다로10번길 5,26500,26500105,,태창카바 (서호병원앞),129.1139616,35.14958646
14-009,수영구,남천동,,06월 11일,수영로 442,26500,26500105,,수영구청,129.1115793,35.14634801
7-034,남구,문현동,,985-1,자성로140번길 31,26290,26290109,,배정고교,129.0672257,35.13449671
7-033,동구,범일동,,1652,자성로140번길 31,26170,26170104,,우암로타리,129.0668504,35.13016741
7-032,남구,우암동,,189-1289,동항로 62,26290,26290110,,우암한전,129.0680766,35.12632078
7-031,남구,우암동,,232,,26290,26290110,,우암부산은행,129.0714229,35.12530049
7-030,남구,우암동,,220,,26290,26290110,,우암1PB,129.0766762,35.12457887
7-029,남구,우암동,,May-40,,26290,26290110,,세방기업,129.0793132,35.12429176
7-028,남구,우암동,,8,,26290,26290110,,감만로타리,129.0811537,35.12177774
7-027,남구,감만동,,05월 18일,,26290,26290111,,감만2동사무소,129.085058,35.12298811
7-026,남구,감만동,,33-380,,26290,26290111,,남강시장,129.0872198,35.12363637
7-025,남구,감만동,,1154-3,홍곡로 356,26290,26290111,,감만중,129.0886335,35.12470812
7-024,남구,대연동,,1013-1,,26290,26290106,,유엔로타리,129.092254,35.13013197
14-008,수영구,민락동,,523,,26500,26500103,,민락현대아파트,129.1229571,35.16631292
14-007,수영구,광안동,,445-2,연수로 399-1,26500,26500104,,수영로타리,129.114947,35.1675049
14-006,수영구,광안동,,661-1,무학로9번길 6,26500,26500104,,광안로타리(신부산교회),129.1139859,35.16188775
14-005,수영구,광안동,,476-13,,26500,26500104,,광안해수욕장입구,129.1132763,35.15749486
14-003,수영구,광안동,,337-5,수영로521번길 30,26500,26500104,,광안맨션,129.1115122,35.15195357
14-004,수영구,광안동,,167-28,수영로546번길 14,26500,26500104,,광안협성아파트,129.1125067,35.1553921
14-002,수영구,남천동,,09월 25일,광남로10번길 15-8,26500,26500105,,KBS앞,129.1095434,35.14401806
14-001,수영구,남천동,,509-1,황령산로8번길 63,26500,26500105,,성분도칫과,129.1111368,35.15038319
7-013,남구,대연동,,Jan-46,수영로366번길 23,26290,26290106,,대남로타리,129.1058954,35.14042689
7-012,남구,대연동,,Dec-34,용소로13번길 78,26290,26290106,,남부서,129.1030979,35.13894033
7-011,남구,대연동,,Nov-39,용소로7번길 53-1,26290,26290106,,대연전화국,129.1014114,35.13847682
7-010,남구,대연동,,Jan-55,,26290,26290106,,용소로타리,129.0999979,35.13701955
7-008,남구,대연동,,1739-18,진남로 16,26290,26290106,,대연로타리,129.0918909,35.13510154
7-215,남구,대연동,,1237-11,수영로132번길 88,26290,26290106,,대연부경대(남구청),129.0865039,35.13484262
7-006,남구,문현동,,658,지게골로 131-7,26290,26290109,,대림맨션,129.0768849,35.13428878
7-005,남구,문현동,,250-24,,26290,26290109,,문현성당,129.0721063,35.13662828
7-004,부산진구,전포동,,379-23,전포대로132번길 14,26230,26230102,,부산약국,129.0666176,35.14785403
7-003,남구,문현동,,484-31,,26290,26290109,,성동초교,129.0668161,35.1424651
7-002,남구,문현동,,513-1,,26290,26290109,,문현2PB,129.0667456,35.1449768
9-187,해운대구,반여동,,1486-40,해운대로 35,26350,26350103,,왕자맨션,129.1189086,35.1942592
9-143,해운대구,반여동,,573-2,,26350,26350103,,풍산금속입구,129.12087,35.21325774
9-141,동래구,안락동,,15-61,삼어로 28,26260,26260102,,국정교과서앞,129.1163764,35.19958018
9-124,해운대구,좌동,,1299,,26350,26350107,,좌동초교(35),129.1760702,35.17642876
9-305,해운대구,반여동,,01월 17일,,26350,26350103,,석대지하철역,129.1374639,35.21794646
9-249,해운대구,반송동,,250-2365,,26350,26350101,,반송예비군훈련장,129.1535169,35.21988093
9-246,해운대구,중동,,1363-9,좌동순환로15번길 24,26350,26350106,,대우이안,129.1663503,35.16732046
9-244,해운대구,반여동,,1502-58,,26350,26350103,,반석교앞,129.1403906,35.21802901
9-243,해운대구,반여동,,504-1,반송로 578,26350,26350103,,반석2호교,129.1248494,35.21687253
9-235,해운대구,재송동,,1096-9,,26350,26350104,,동부센트레빌아파트,129.1231363,35.18354656
9-234,해운대구,반여동,,1476-71,,26350,26350103,,원동 I.C,129.115914,35.1939509
9-232,해운대구,우동,,1393-86,해운대해변로 277,26350,26350105,,해운대 뉴비치호텔,129.1608585,35.16125443
9-222,해운대구,중동,,1553,좌동순환로15번길 24,26350,26350106,,경원프라우드빌,129.164753,35.16723651
9-220,해운대구,중동,,1326-8,좌동로14번길 20,26350,26350106,,해운대태양공원,129.1691693,35.16768863
9-219,해운대구,중동,,255-3,,26350,26350106,,미화당슈퍼마켓,129.1718115,35.16996002
9-039,해운대구,좌동,,1318,,26350,26350107,,벽산1차아파트(19),129.1779896,35.17037398
9-212,해운대구,반송동,,257-11,,26350,26350101,,반송 낙원탕 앞,129.1485643,35.22730812
9-209,해운대구,우동,,1228,,26350,26350105,,새한센시빌,129.1312903,35.17474169
9-205,해운대구,반여동,,1662,반여로 67,26350,26350103,,반여낙천대2차(무정초교),129.1231296,35.19747324
9-203,해운대구,우동,,1445,,26350,26350105,,까르푸 뒤 사거리,129.1467747,35.15721975
9-195,해운대구,반여동,,1647,,26350,26350103,,인지초교(인주중학교),129.1244243,35.20335346
9-188,해운대구,반여동,,1355-3,선수촌로 8-15,26350,26350103,,반여대우아파트입구,129.120625,35.19541336
9-186,해운대구,반여동,,1192-1,,26350,26350103,,우방아파트(2),129.1169718,35.20409862
9-185,해운대구,반여동,,1198-1,삼어로 42,26350,26350103,,우방아파트(1),129.116487,35.20259442
9-184,해운대구,반여동,,1247-37,,26350,26350103,,아세안 선수촌 단지내(3) (신촌주유소),129.1256263,35.20494776
9-182,해운대구,좌동,,1394,양운로 182,26350,26350107,,양운고교,129.169496,35.1779811
9-181,해운대구,좌동,,1402,,26350,26350107,,상당초교앞,129.1755474,35.18001519
9-180,해운대구,우동,,957-24,,26350,26350105,,우2동 해림초교앞,129.1439781,35.16436688
9-178,해운대구,반여동,,543-1,선수촌로 227,26350,26350103,,동부농산물시장남측,129.1226569,35.21324335
9-177,해운대구,송정동,,534-1,,26350,26350108,,송정동일주유소,129.2024263,35.18684134
9-176,해운대구,반여동,,1167-1,,26350,26350103,,SK아파트(부산골프고→혜화여중뒤),129.1125775,35.2045665
9-164,해운대구,중동,,308-7,좌동로14번길 30,26350,26350106,,동일아파트옆,129.1711836,35.16676119
9-161,해운대구,반여동,,1218-2,,26350,26350103,,아시안게임선수촌입구,129.1198206,35.20486861
9-160,해운대구,중동,,1757,좌동로14번길 20,26350,26350106,,좌동지하차도,129.1681471,35.16674485
9-159,해운대구,반여동,,499,,26350,26350103,,동부농산물시장입구,129.1247457,35.21524686
9-158,해운대구,반여동,,543-1,선수촌로 227,26350,26350103,,풍산금속사택,129.1246443,35.21302779
9-155,해운대구,좌동,,1287,,26350,26350107,,좌동초교(대림2차B상가),129.1743422,35.17651036
9-150,해운대구,재송동,,179-55,재반로165번길 82,26350,26350104,,재송동하버드학원,129.1232095,35.19289914
9-102,해운대구,중동,,1520-20,좌동순환로433번길 30,26350,26350106,,"동백맨션(4),(5)직결",129.1785461,35.16294953
9-148,해운대구,재송동,,1065-1,,26350,26350104,,재송2동에덴유치원,129.1255874,35.18723591
9-147,해운대구,송정동,당사리,Jul-77,,26350,26350108,2671025032,송정교,129.2058918,35.19732719
9-146,해운대구,반여동,,1508-2,선수촌로 227,26350,26350103,,반석초교(상단초교),129.1255362,35.21077405
9-142,해운대구,반여동,,777-14,선수촌로165번길 20,26350,26350103,,장산시장입구,129.1217268,35.20953294
9-139,해운대구,우동,,552-2,해운대로 635-11,26350,26350105,,우진여객 (스펀지앞),129.1612814,35.16494827
9-134,해운대구,재송동,,1149-19,재반로 162-11,26350,26350104,,재송여중입구,129.1279617,35.19152147
9-131,해운대구,좌동,,1402,,26350,26350107,,"동부아파트(42),(45)직결",129.1765006,35.17748752
9-130,해운대구,좌동,,1402,,26350,26350107,,대동아파트(41),129.1748454,35.17793385
9-129,해운대구,좌동,,1282,양운로 182,26350,26350107,,동국아파트,129.171243,35.17681386
9-128,해운대구,좌동,,1373,,26350,26350107,,양운중학교 (39),129.1682211,35.17521285
9-127,해운대구,좌동,,1368-7,,26350,26350107,,양운초교입구,129.167311,35.17370061
9-126,해운대구,좌동,,1368-7,좌동순환로 51-4,26350,26350107,,대해고교 (37),129.1669677,35.17237573
9-122,해운대구,좌동,,882,,26350,26350107,,대림아파트(31),129.1724096,35.17409465
9-121,해운대구,중동,,172-39,,26350,26350106,,"대창아파트(30),(34)직결",129.1704983,35.1730633
9-120,해운대구,중동,,153,좌동순환로8번길 63-4,26350,26350106,,한일아파트(29),129.1697494,35.1711469
9-119,해운대구,중동,,1755-2,좌동순환로15번길 24,26350,26350106,,장군관사입구(27),129.1671253,35.16788001
9-118,해운대구,좌동,,1421-1,,26350,26350107,,좌산지하도(26)(26-1)직결,129.182983,35.17608163
9-117,해운대구,좌동,,1433-3,해운대로 875,26350,26350107,,"부흥중학교(25),(43)직결",129.1800599,35.17475718
9-116,해운대구,좌동,,1313,,26350,26350107,,좌동버스종점(24),129.1780743,35.17382374
9-115,해운대구,좌동,,1461-7,,26350,26350107,,좌동사무소입구(23),129.1763971,35.17297108
9-114,해운대구,좌동,,1470,,26350,26350107,,국민문화회관(22),129.1741755,35.17186273
9-113,해운대구,좌동,,1435,해운대로 875,26350,26350107,,한라아파트(20),129.182188,35.17162871
9-218,해운대구,좌동,,1479-2,,26350,26350107,,장산역주변,129.1765574,35.16834635
9-111,해운대구,중동,,1772,좌동로14번길 30,26350,26350106,,동일아파트(16),129.1719347,35.16642759
9-109,해운대구,좌동,,1318,,26350,26350107,,두산아파트(14),129.1793723,35.16778122
9-045,해운대구,우동,,276-1,우동3로11번가길 57-10,26350,26350105,,해운대고교,129.1627096,35.17016331
9-106,해운대구,중동,,1787,,26350,26350106,,성심병원입구(10),129.1705143,35.16307809
9-110,해운대구,중동,,1203-1,해운대해변로351번길 23,26350,26350106,,과선교아래(15),129.1694856,35.16446257
9-105,해운대구,좌동,,1439,좌동순환로299번길 11,26350,26350107,,좌산초교입구(9),129.1827908,35.16878852
9-152,해운대구,중동,,1454,세실로 19,26350,26350106,,동백초교(6),129.1804101,35.16453301
9-101,해운대구,중동,,784-1,좌동순환로468번길 62,26350,26350106,,오산교회(3),129.1757505,35.16221112
9-100,해운대구,중동,,921-9,좌동순환로468번길 64,26350,26350106,,중동소방파출소(2),129.1734817,35.16174322
9-099,해운대구,중동,,941-4,,26350,26350106,,미포육거리(1),129.1718274,35.16126136
9-097,해운대구,재송동,,1291-1472,해운대로61번길 76-22,26350,26350104,,동부산자동차매매시장,129.1254178,35.19442186
9-096,해운대구,우동,,638-13,구남로12번길 54,26350,26350105,,해운대맨션(직결),129.1572555,35.16034887
