관리번호,시군구명,동명,리명,지번,도로명,구코드,동코드,리코드,교차로명,경도,위도
6-020,동래구,온천동,,1470,아시아드대로 232,26260,26260108,,동래광혜병원,129.071739,35.20702383
11-036,금정구,부곡동,,111-8,,26410,26410109,,장전교,129.0879199,35.24048945
10-183,사하구,감천동,,789,,26380,26380108,,은광LPG충전소,128.9939815,35.08972354
10-080,사하구,구평동,,163-2,,26380,26380107,,삼일냉장,128.9871522,35.0825588
15-115,사상구,모라동,,75,모라로192번길 50,26530,26530102,,모동초교,129.0016631,35.18461546
15-114,사상구,모라동,,552,모라로110번길 73,26530,26530102,,모산초교,128.9958815,35.1844133
15-113,사상구,모라동,,1285,모라로 90-7,26530,26530102,,신모라사거리,128.9911271,35.1861384
15-111,사상구,삼락동,,363-2,낙동대로1384번길 43,26530,26530101,,삼락초교,128.9794939,35.18246655
5-143,부산진구,양정동,,155,,26230,26230101,,동호여상,129.0768898,35.1751008
15-112,사상구,모라동,,340-5,낙동대로1412번길 84,26530,26530102,,(주)농심,128.9825091,35.18597515
15-109,사상구,덕포동,,406-1,삼덕로 83,26530,26530103,,덕포초교,128.9860301,35.17343404
15-108,사상구,덕포동,,402-7,삼덕로 15,26530,26530103,,사상경찰서,128.979576,35.17423483
12-155,강서구,성북동,,1488,신항남로 330,26440,26440119,,견마교,128.8347535,35.07976368
15-107,사상구,삼락동,,419-22,낙동대로1234번길 6,26530,26530101,,동양한신아파트,128.978458,35.16946412
15-106,사상구,괘법동,,570-4,광장로 10,26530,26530104,,괘법교,128.9768845,35.16307921
15-032,사상구,삼락동,,Feb-52,낙동대로1548번길 9,26530,26530101,,옥림탕,128.9857316,35.19517846
15-142,사상구,괘법동,,572-1,광장로37번길 11,26530,26530104,,광장로(고궁예식장),128.9817035,35.1625142
15-104,사상구,괘법동,,572-1,광장로38번길 9,26530,26530104,,세화의원,128.9839464,35.15902128
15-102,사상구,감전동,,174,사상로 118,26530,26530105,,감전초교,128.9888892,35.15623828
15-099,사상구,엄궁동,,618-22,,26530,26530108,,엄궁동사무소,128.9704326,35.1291683
15-098,사상구,주례동,,155-3,,26530,26530106,,동서대사거리(뉴동서정비),129.0114996,35.14942934
15-096,사상구,모라동,,648-2,모라로37번길 16,26530,26530102,,유진맨션,128.9863587,35.19079411
15-095,사상구,모라동,,1285,,26530,26530102,,신모라철길밑,128.9891961,35.18699058
15-094,사상구,덕포동,,112,,26530,26530103,,감현2호교,128.9874351,35.16758402
15-001,사상구,주례동,,201-2,,26530,26530106,,주례여중,129.0057711,35.15073772
15-092,사상구,감전동,,156-21,학감대로221번길 10,26530,26530105,,사상구청,128.9900502,35.15217215
15-090,사상구,엄궁동,,35-14,엄궁로179번길 11,26530,26530108,,엄궁초교후문앞,128.9743643,35.12976705
15-088,사상구,괘법동,,158-1,,26530,26530104,,백양로지하차도,128.9907269,35.1647462
15-087,사상구,감전동,,95,새벽시장로9번길 35,26530,26530105,,괘법동산업교앞,128.9742782,35.15788046
15-085,사상구,엄궁동,,138-2,,26530,26530108,,동궁초교입구,128.9732661,35.12302383
15-084,사상구,엄궁동,,192,,26530,26530108,,엄궁동 한신2차아파트앞,128.9705912,35.12425221
15-082,사상구,주례동,,849-4,사상로38번길 40,26530,26530106,,주례1동굴다리,128.9964354,35.15260426
15-081,사상구,괘법동,,524-38,사상로233번길 7,26530,26530104,,대원웨딩,128.9827268,35.16620519
15-057,사상구,덕포동,,429-7,사상로269번길 11-1,26530,26530103,,사상초교,128.9821029,35.1675507
15-079,사상구,감전동,,174,새벽로168번길 45-12,26530,26530105,,럭키슈퍼앞,128.9870535,35.15542333
15-078,사상구,덕포동,,417-26,사상로309번길 52-16,26530,26530103,,동부주유소,128.9817617,35.17408516
15-077,사상구,모라동,,423-2,,26530,26530102,,동백유치원,128.9920026,35.18537574
15-076,사상구,모라동,,75-16,,26530,26530102,,모라주공2단지,128.9939337,35.18605796
15-075,사상구,감전동,,253-4,백양대로572번길 12,26530,26530105,,현길빌라,128.9929059,35.15829301
15-074,사상구,엄궁동,,642-1,강변대로 512,26530,26530108,,엄궁농협화훼단지,128.9649455,35.13222157
15-073,사상구,엄궁동,,651-11,강변대로456번길 15-5,26530,26530108,,농산물도매시장3거리,128.963806,35.12773293
15-072,사상구,학장동,,06월 11일,,26530,26530107,,동신목재,128.9744702,35.13622176
15-069,사상구,학장동,,772,,26530,26530107,,감전소방PB,128.9769304,35.15162212
15-135,사상구,주례동,,286,백양대로 459,26530,26530106,,주감초등학교,129.001553,35.15339551
15-065,북구,구포동,,1127-2,,26320,26320105,,삼진섬유,128.9902572,35.19380257
15-064,사상구,모라동,,259-6,,26530,26530102,,평화가스삼거리,128.9894949,35.19165209
15-063,사상구,모라동,,653-29,,26530,26530102,,모라초등학교,128.9880579,35.18846586
15-062,사상구,모라동,,700-14,사상로447번길 16,26530,26530102,,모라주유소,128.9868282,35.18531814
15-061,사상구,모라동,,723-6,사상로426번길 14,26530,26530102,,모라변전소,128.985817,35.18112467
15-060,사상구,덕포동,,368-16,모덕로96번길 62,26530,26530103,,북부면허시험장,128.9849329,35.17743203
2-030,중구,보수동3가,,84,,26110,26110122,,동아빌라,129.0213947,35.10538133
15-059,사상구,덕포동,,431,삼덕로 56,26530,26530103,,덕포로타리,128.9840722,35.1739916
15-058,사상구,덕포동,,426-44,삼덕로46번길 76,26530,26530103,,오약국,128.9827656,35.17043021
15-080,사상구,덕포동,,692-1,운산로 65,26530,26530103,,사상초교정문앞,128.9836426,35.1673243
15-056,사상구,괘법동,,535-15,사상로212번길 21,26530,26530104,,현대약국,128.9835853,35.16444388
2-023,서구,암남동,,Jan-62,,26140,26140124,,고신의료원,129.0162639,35.08106752
15-054,사상구,괘법동,,572-1,광장로38번길 9,26530,26530104,,괘법초교(한울볼링센터),128.9871596,35.15958549
15-053,사상구,감전동,,174,사상로104번길 42,26530,26530105,,부산상호신용금고,128.9892808,35.15741991
15-052,사상구,감전동,,202-2,사상로104번길 28-15,26530,26530105,,북부산세무서,128.9907976,35.15584306
15-051,사상구,주례동,,685-9,사상로 57-12,26530,26530106,,호성사,128.9933196,35.15404742
15-050,사상구,주례동,,824-8,,26530,26530106,,주례1동사무소,128.9979943,35.15127832
15-049,사상구,엄궁동,,141-15,,26530,26530108,,엄궁아파트단지,128.966389,35.12450219
15-048,사상구,학장동,,522-1,,26530,26530107,,학장벽산아파트,128.9890013,35.14091165
15-047,사상구,삼락동,,121-2,낙동대로1412번길 16,26530,26530101,,(주)대정,128.9778085,35.18685301
15-046,사상구,모라동,,1337-2,백양대로 955-12,26530,26530102,,성금당(성일교회),128.9926861,35.19262656
15-045,사상구,모라동,,1354-8,,26530,26530102,,모라우성APT,128.9909404,35.18780543
15-149,사상구,모라동,,1361,백양대로 879,26530,26530102,,모덕초교,128.9905478,35.18428009
15-041,사상구,덕포동,,740-1,삼덕로99번길 20,26530,26530103,,북부노동청,128.9885476,35.17875845
15-155,사상구,덕포동,,739-1,백양대로700번길 16,26530,26530103,,신라중학교 진입로,128.9906958,35.16898676
15-083,사상구,덕포동,,739-11,,26530,26530103,,청구APT(신라대입구),128.9900636,35.16920943
15-037,사상구,덕포동,,223-4,백양대로 682,26530,26530103,,능인사,128.9889927,35.16648383
15-036,사상구,주례동,,331,백양대로 471,26530,26530106,,주감초교,129.0025378,35.15271316
15-035,사상구,주례동,,1253,,26530,26530106,,보훈병원,129.0055448,35.15244648
15-034,사상구,주례동,,219,,26530,26530106,,주례반도아파트,129.0112198,35.1529295
15-033,부산진구,개금동,,447-64,가야대로 442,26230,26230111,,개금LG아파트,129.0177704,35.15426813
15-031,사상구,삼락동,,Jun-72,낙동대로1510번길 14,26530,26530101,,선진사료,128.9827699,35.19282851
15-030,사상구,삼락동,,Jul-78,낙동대로 1472,26530,26530101,,(주)서우,128.9804668,35.19041774
15-029,사상구,삼락동,,364-2,모덕로 7,26530,26530101,,서부주유소,128.9763261,35.18317043
15-028,사상구,삼락동,,396-3,낙동대로1318번길 15,26530,26530101,,경일주유소,128.9763182,35.17713903
15-027,사상구,삼락동,,403-2,삼덕로5번길 8,26530,26530101,,사상서,128.9766436,35.17447477
15-026,사상구,삼락동,,419-1,낙동대로1234번길 15,26530,26530101,,국제상사후문(괘법한신아파트),128.9767792,35.16882565
15-023,사상구,감전동,,174,사상로147번길 16,26530,26530105,,감전IC(북),128.9730731,35.15378591
15-022,사상구,감전동,,174,가야대로12번길 42,26530,26530105,,감전IC(남),128.9721567,35.151023
15-021,사상구,감전동,,174,사상로147번길 16,26530,26530105,,신일전기,128.9711769,35.14865759
15-020,사상구,감전동,,173-3,장인로 7-12,26530,26530105,,감전로타리,128.9695787,35.14495049
15-137,사상구,감전동,,503-18,낙동대로943번길 75-21,26530,26530105,,감전동 E마트,128.9700414,35.14236357
15-018,사상구,감전동,,507-6,낙동대로 862-15,26530,26530105,,엄궁정비,128.9709157,35.13734812
15-017,사상구,학장동,,573-47,대동로 2,26530,26530107,,엄궁대교,128.9717379,35.13313105
15-016,사상구,엄궁동,,571-4,낙동대로 809-15,26530,26530108,,엄궁삼거리,128.9720784,35.13109303
15-014,사상구,엄궁동,,690,낙동대로 733,26530,26530108,,농수산물도매시장,128.9683947,35.12666016
15-013,사상구,학장동,,772,,26530,26530107,,새벽시장입구,128.9820762,35.15140049
15-012,사상구,주례동,,1262,냉정로6번길 5,26530,26530106,,주례탕,128.9996623,35.14848208
15-010,사상구,학장동,,237-37,학장로135번길 22,26530,26530107,,학장교,128.9838006,35.14228242
15-009,사상구,학장동,,278-19,가야대로176번길 89,26530,26530107,,동양아파트,128.992403,35.14541861
15-008,사상구,학장동,,1190-6,학장로 254-15,26530,26530107,,구치소입구,128.9946274,35.14646452
15-007,사상구,학장동,,275-15,학감대로 170-17,26530,26530107,,학장송월타올,128.9887433,35.14691268
15-006,사상구,학장동,,826-13,학감대로 156-8,26530,26530107,,세원로타리,128.9878167,35.14326214
6-109,동래구,온천동,,180-14,,26260,26260108,,온천1PB,129.082425,35.2187948
11-003,금정구,부곡동,,266-5,,26410,26410109,,부곡로타리,129.0914142,35.23059074
15-005,사상구,학장동,,257-2,가야대로103번길 12,26530,26530107,,학감로타리,128.9856972,35.15009429
15-004,사상구,학장동,,174,학감대로191번길 12,26530,26530107,,학장로타리,128.9894019,35.14951734
15-003,사상구,학장동,,289-10,가야대로213번길 12-29,26530,26530107,,학장동신공업사,128.9960228,35.14992871
15-002,사상구,주례동,,1257-3,,26530,26530106,,주례로타리,129.0000144,35.15036267
15-093,사상구,주례동,,122,,26530,26530106,,주례조양맨션,129.0061716,35.14896903
2-069,서구,암남동,,252-3,충무대로 54,26140,26140124,,송도우체국,129.0174401,35.07874119
6-070,서구,서대신동2가,,272,,26140,26140105,,서부경찰서,129.0136724,35.11015297
2-068,서구,남부민동,,611-11,충무대로149번나길 22-23,26140,26140123,,부산관광고교(송도상고'송도중학교),129.0219744,35.08227527
2-066,서구,서대신동1가,,09월 01일,,26140,26140104,,서구보건소,129.0181776,35.10767406
2-065,서구,남부민동,,652-32,,26140,26140123,,남부민2동대진타워앞,129.0233914,35.08753519
2-064,서구,동대신동1가,,Sep-72,보수대로168번길 7-9,26140,26140101,,화랑초교,129.0224904,35.10990783
2-022,서구,암남동,,93,,26140,26140124,,암남동사무소,129.0211735,35.07947857
2-063,서구,남부민동,,523-79,,26140,26140123,,세영수산,129.0241028,35.08096913
2-059,서구,암남동,,761-2,,26140,26140124,,물류센타 주진출구,129.0124723,35.05762429
2-058,서구,암남동,,761-2,,26140,26140124,,대중교통진출구,129.0114855,35.05987034
2-057,서구,암남동,,723,원양로 63,26140,26140124,,물류센타진입구,129.0089205,35.06078596
2-056,서구,암남동,,721,원양로 63,26140,26140124,,물류센터진출입로,129.0100124,35.06126596
2-055,서구,동대신동3가,,Oct-85,,26140,26140103,,구덕로타리윗쪽삼거리,129.0186176,35.11795715
2-054,서구,암남동,,556-26,장군산로87번길 6,26140,26140124,,송도해성APT,129.0159146,35.07210254
2-053,서구,부민동3가,,10월 15일,,26140,26140111,,부민E편한세상,129.0170324,35.10421511
2-052,서구,암남동,,538-20,,26140,26140124,,기산비치(송도해수욕장),129.0162214,35.07600716
2-051,서구,아미동2가,,271-1,까치고개로197번길 33-32,26140,26140116,,아미초등학교,129.0167158,35.09816989
2-049,서구,서대신동2가,,670-16,,26140,26140105,,협성르네상스아파트,129.0108875,35.11307621
2-047,서구,암남동,,734-1,원양로 118,26140,26140124,,모지포마을,129.0135906,35.06423244
2-046,서구,서대신동3가,,150-5,,26140,26140106,,대신중학교앞,129.0138764,35.11710415
2-045,서구,서대신동3가,,09월 19일,보수대로320번길 11,26140,26140106,,한신빌라,129.0109892,35.11942377
2-044,서구,서대신동3가,,128-22,,26140,26140106,,서부교육청입구 (남성한빛가든),129.01204,35.11759344
2-041,서구,동대신동3가,,13-34,대신공원로 13-7,26140,26140103,,동아대병원입구,129.0160311,35.11778671
2-037,서구,충무동2가,,54,천마로199번길 8,26140,26140121,,한성탕,129.022177,35.09445416
2-039,서구,남부민동,,523-79,,26140,26140123,,대림비치타운,129.0250517,35.0825996
2-038,서구,남부민동,,443-2,,26140,26140123,,천마산중생사입구,129.0201538,35.08381558
2-040,서구,충무동3가,,54,천마로199번길 8,26140,26140122,,남부민1동새마을금고,129.0223378,35.09233851
2-036,서구,암남동,,16-15,성산길 47-17,26140,26140124,,금강송도타운,129.0119751,35.08192506
2-035,서구,암남동,,85-28,,26140,26140124,,송도라이프하우스,129.0201598,35.07969577
2-033,서구,남부민동,,Mar-89,천마로143번길 15-6,26140,26140123,,남부민초교,129.0234733,35.08948128
2-032,서구,토성동2가,,08월 13일,,26140,26140113,,토성초교,129.0220932,35.09966213
2-031,서구,아미동2가,,271-1,까치고개로197번길 33-32,26140,26140116,,아미시장,129.0180992,35.09981838
2-029,서구,서대신동1가,,219-6,,26140,26140104,,신일주유소,129.0190139,35.10871939
2-028,서구,서대신동2가,,152-1,,26140,26140105,,대신시장,129.0156976,35.10932686
2-026,서구,암남동,,252-3,충무대로34번길 11-44,26140,26140124,,송도곡각지,129.018738,35.07845743
2-025,서구,암남동,,313-2,암남로14번나길 17,26140,26140124,,송도초교,129.0164049,35.07826813
2-024,서구,암남동,,678-4,충무대로34번길 11-44,26140,26140124,,약수탕,129.017787,35.07955573
2-060,서구,암남동,,93,충무대로83번길 62-4,26140,26140124,,남항대교입구,129.0220149,35.08008318
2-021,서구,남부민동,,523-42,충무대로149번나길 22-23,26140,26140123,,모피고냉장,129.0248113,35.08470848
2-020,서구,남부민동,,654,,26140,26140123,,대진타워,129.0245741,35.0869037
2-019,서구,남부민동,,109-23,천마로143번길 6,26140,26140123,,공동어시장,129.0243486,35.08892497
2-018,서구,남부민동,,67-39,,26140,26140123,,㈜동남,129.024182,35.09071057
2-017,서구,충무동1가,,Feb-39,,26140,26140120,,새벽시장,129.0240714,35.09370703
2-016,서구,동대신동3가,,05월 03일,구덕로 306-9,26140,26140103,,베드로산부인과,129.0163343,35.11292801
2-015,서구,동대신동2가,,Aug-74,대영로112번길 8,26140,26140102,,동대신로타리,129.0213072,35.11129836
2-014,서구,동대신동3가,,Jan-51,보동길311번길 12,26140,26140103,,서여고,129.0207349,35.11338077
2-013,서구,동대신동3가,,135-1,대영로73번길 85,26140,26140103,,구덕로타리,129.0176623,35.11572417
2-012,서구,동대신동3가,,249-1,,26140,26140103,,구덕운동장,129.0146827,35.11476992
2-011,서구,서대신동3가,,249-1,,26140,26140106,,경남상고,129.0135236,35.11318991
2-010,서구,서대신동2가,,229-1,대티로 138-1,26140,26140105,,서대신로타리,129.011999,35.11088697
2-009,서구,서대신동2가,,144,대영로 84-1,26140,26140105,,대신로타리,129.0182308,35.11035394
14-031,수영구,민락동,,133-1,,26500,26500103,,진로아파트,129.1276796,35.15703921
2-008,서구,부용동1가,,382-30,구덕로268번길 7,26140,26140107,,부용로타리,129.0201412,35.10766872
2-007,서구,부용동1가,,39,구덕로244번길 17,26140,26140107,,법원로타리,129.0201214,35.10532346
2-006,중구,보수동3가,,84,,26110,26110122,,영락교회,129.0212902,35.10330098
2-004,서구,아미동1가,,32,까치고개로197번길 33-32,26140,26140115,,토성로타리,129.0197548,35.10040718
2-001,서구,토성동4가,,02월 01일,구덕로 93,26140,26140117,,충무로타리,129.0242181,35.09637744
12-313,강서구,신호동,,218-13,신호산단1로217번길 37,26440,26440117,,부영아파트 201동,128.8771205,35.0856673
12-308,강서구,대저2동,,3143,,26440,26440102,,,128.9474305,35.16358268
12-307,강서구,대저2동,,3142,,26440,26440102,,,128.9509995,35.16475245
12-306,강서구,대저1동,,670-206,,26440,26440101,,대저수문 주변,128.9939181,35.23360623
12-305,강서구,대저2동,,3135,,26440,26440102,,기계공구단지 M2블럭,128.9566305,35.16803048
12-304,강서구,대저2동,,3139,,26440,26440102,,기계공구단지 M1블럭,128.9536199,35.1687445
12-302,강서구,구랑동,,1223-3,,26440,26440113,,미음지구 4구역 삼거리,128.8591567,35.12292323
12-300,강서구,봉림동,,865-13,,26440,26440108,,장유 ~ 가락간 대흥2교차로,128.8958371,35.17607092
12-299,강서구,봉림동,,997-1,,26440,26440108,,장유 ~ 가락간 대흥1교차로,128.8882469,35.17667928
12-298,강서구,봉림동,,256-4,,26440,26440108,,금룡주유소,128.9029261,35.18619005
12-293,강서구,대저2동,,3143,,26440,26440102,,서부산유통단지 8지점,128.9480184,35.16254791
12-292,강서구,대저2동,,3143,,26440,26440102,,서부산유통단지 7지점,128.9469898,35.16443378
12-291,강서구,대저2동,,3851,,26440,26440102,,서부산유통단지 6지점,128.9524252,35.16220842
12-290,강서구,대저2동,,3144,유통단지1로97번길 12,26440,26440102,,서부산유통단지 5지점,128.9515147,35.16385251
12-289,강서구,대저2동,,3140,,26440,26440102,,서부산유통단지 4지점,128.9504669,35.16568967
12-288,강서구,대저2동,,3294,,26440,26440102,,서부산유통단지 3지점,128.9563429,35.163691
12-287,강서구,대저2동,,3145,,26440,26440102,,서부산유통단지 2지점,128.9554798,35.16536848
12-286,강서구,대저2동,,3139,,26440,26440102,,서부산유통단지 1지점,128.9544223,35.16720642
12-285,강서구,봉림동,,747-148,,26440,26440108,,봉림지하차도,128.9010903,35.17569679
12-281,강서구,생곡동,,186-19,,26440,26440112,,생곡매립장입구,128.8798845,35.13228256
12-280,강서구,생곡동,,126-39,,26440,26440112,,강서청소시설관리사업소,128.8829858,35.13741384
13-277,강서구,송정동,,870-10,,26440,26440109,,송정초교,128.8433666,35.10700021
12-276,강서구,천성동,,858-2,가덕해안로 730,26440,26440121,,(천성~눌차간)서중2교차로,128.8117075,35.03287393
12-274,강서구,명지동,,3273,,26440,26440104,,명호초교 주변,128.8994963,35.08565001
12-301,강서구,구랑동,,1222-1,미음산단1로 46,26440,26440113,,미음지구 4구역 사거리,128.8561993,35.12621822
12-269,강서구,화전동,,601-1,,26440,26440110,,화전지구산업단지- 12구역,128.874856,35.1038704
12-268,강서구,녹산동,,601-1,,26440,26440111,,화전지구산업단지- 11구역,128.8720256,35.10456743
12-266,강서구,죽림동,,745-2,가락대로 1467,26440,26440105,,가락 오봉주유소,128.9012641,35.19606166
12-265,강서구,죽림동,,1095,가락대로 1453,26440,26440105,,가락농협,128.9025896,35.19492452
12-264,강서구,죽림동,,962,가락대로1449번길 30,26440,26440105,,강동교,128.903653,35.19203972
12-263,강서구,죽동동,,12월 24일,,26440,26440107,,부원교차로B,128.8889417,35.21403751
12-262,강서구,죽동동,,03월 27일,,26440,26440107,,부원교차로A,128.8894345,35.21290819
12-260,강서구,화전동,,185,르노삼성대로 61,26440,26440110,,화전지구산업단지- 21구역,128.8869996,35.09576571
12-259,강서구,화전동,,597-8,화전산단5로38번길 35,26440,26440110,,화전지구산업단지- 20구역,128.8830581,35.10179528
12-258,강서구,화전동,,673,,26440,26440110,,화전지구산업단지- 19구역,128.8830494,35.09965977
12-257,강서구,화전동,,185,르노삼성대로 61,26440,26440110,,화전지구산업단지- 18구역,128.8830203,35.09713235
12-256,강서구,화전동,,664,,26440,26440110,,화전지구산업단지- 17구역,128.8781938,35.09863321
12-255,강서구,화전동,,664,,26440,26440110,,화전지구산업단지- 16구역,128.8782532,35.10177474
12-254,강서구,화전동,,676,,26440,26440110,,화전지구산업단지- 9구역,128.8881017,35.10827758
12-253,강서구,화전동,,584-1,화전산단3로 102,26440,26440110,,화전지구산업단지- 8구역,128.8830286,35.10832682
12-252,강서구,화전동,,649,,26440,26440110,,화전지구산업단지- 7구역,128.8782282,35.1083178
12-251,강서구,녹산동,,737,,26440,26440111,,화전지구산업단지- 6구역,128.8730038,35.10833227
12-249,강서구,녹산동,,604,,26440,26440111,,화전지구산업단지- 4구역,128.8830294,35.11098757
12-250,강서구,녹산동,,590-10,,26440,26440111,,화전지구산업단지- 5구역,128.8873444,35.11152793
12-247,강서구,녹산동,,391-2,,26440,26440111,,화전지구산업단지- 2구역,128.88331,35.11244416
12-246,강서구,녹산동,,571-8,,26440,26440111,,화전지구산업단지 - 1구역,128.8776848,35.11241489
12-243,강서구,명지동,,3289,,26440,26440104,,명지주거단지(롯데아파트1),128.9054403,35.08432391
12-244,강서구,명지동,,3287,,26440,26440104,,명지주거단지(롯데아파트2),128.9053878,35.08198715
12-213,강서구,명지동,,3275,,26440,26440104,,명지주거단지 14지점,128.8978981,35.0843371
12-234,강서구,성북동,,1519,,26440,26440119,,다목적부두 배후도로(D지점),128.834704,35.06995204
12-242,강서구,성북동,,1518,신항남로 416,26440,26440119,,부산신항 다목적부두,128.8347632,35.07411113
12-231,강서구,봉림동,,73-70,,26440,26440108,,통전마을입구,128.9010905,35.17957142
12-230,강서구,명지동,,3283,,26440,26440104,,명지주거단지 29지점,128.9076556,35.07958991
12-229,강서구,명지동,,3284,,26440,26440104,,명지주거단지 28지점,128.90492,35.07961607
12-228,강서구,명지동,,3284,,26440,26440104,,명지주거단지 24지점,128.9039563,35.08197632
12-227,강서구,명지동,,3283,,26440,26440104,,명지주거단지 19지점,128.9115673,35.08198049
12-226,강서구,명지동,,3287,,26440,26440104,,명지주거단지 18지점,128.9076882,35.08203817
12-225,강서구,명지동,,3289,,26440,26440104,,명지주거단지 17지점,128.9044613,35.08426891
12-224,강서구,명지동,,3275,,26440,26440104,,명지주거단지 15지점,128.899422,35.08434073
12-223,강서구,명지동,,Feb-63,명지오션시티8로42번길 10,26440,26440104,,명지주거단지 12지점,128.9115513,35.08433891
12-222,강서구,명지동,,3289,,26440,26440104,,명지주거단지 11지점,128.9077292,35.08431935
12-221,강서구,명지동,,3297,,26440,26440104,,명지주거단지 10지점,128.9118469,35.08675038
12-219,강서구,명지동,,3284,,26440,26440104,,명지주거단지 27지점,128.9035667,35.07969258
12-218,강서구,명지동,,3280,,26440,26440104,,명지주거단지 26지점,128.8995355,35.07967872
12-217,강서구,명지동,,Jan-37,명지오션시티4로 81,26440,26440104,,명지주거단지 23지점(CPU없음),128.9022812,35.08198627
12-216,강서구,명지동,,3276,,26440,26440104,,명지주거단지 22지점,128.8994649,35.0819906
12-215,강서구,명지동,,3280,,26440,26440104,,명지주거단지 21지점,128.8961516,35.08200749
12-282,강서구,명지동,,3275,,26440,26440104,,명지주거단지 16지점,128.9019897,35.08425711
12-212,강서구,명지동,,3275,,26440,26440104,,명지주거단지 13지점,128.8961442,35.08427167
12-211,강서구,명지동,,3273,,26440,26440104,,명지주거단지 7지점,128.9004875,35.08666756
12-208,강서구,명지동,,3300,,26440,26440104,,명지주거단지 1지점(신항만주유소),128.897039,35.08899596
12-207,강서구,생곡동,,1095-2,,26440,26440112,,둔치2호교,128.8939852,35.13545631
12-206,강서구,생곡동,,16-119,,26440,26440112,,세산이주단지,128.8905836,35.13642582
12-205,강서구,죽동동,,487,,26440,26440107,,가락LPG가스충전소,128.8905534,35.20915583
12-204,강서구,죽동동,,487,,26440,26440107,,가락 화성조경,128.8912591,35.20663476
12-203,강서구,죽동동,,487,,26440,26440107,,가락 현대어린이집,128.8917209,35.20476829
12-202,강서구,죽동동,,378-11,,26440,26440107,,송산추어탕,128.8922108,35.20307927
12-201,강서구,죽동동,,1096-8,,26440,26440107,,죽림LPG가스충전소,128.8928436,35.20158953
12-200,강서구,죽동동,,224,,26440,26440107,,가락 미곡처리장,128.894436,35.197395
12-199,강서구,죽림동,,777-2,호계로 41,26440,26440105,,가락초등학교,128.8975261,35.19610416
12-197,강서구,녹산동,,627-58,,26440,26440111,,녹산배수펌프장,128.9004832,35.1197453
12-189,강서구,강동동,,Feb-92,,26440,26440103,,강동교회,128.9087903,35.19205589
12-188,강서구,강동동,,2651,,26440,26440103,,덕포정미소,128.9140066,35.19155543
12-187,강서구,강동동,,1659,,26440,26440103,,덕도초등학교,128.9161843,35.19137459
12-186,강서구,녹산동,,11월 17일,생곡로 33,26440,26440111,,녹산보건소,128.8961324,35.12371541
12-185,강서구,강동동,,Jan-20,,26440,26440103,,삼광초교,128.9167359,35.1519447
12-184,강서구,명지동,,614-110,,26440,26440104,,명지신포마을,128.9339026,35.11442378
12-183,강서구,화전동,,676,,26440,26440110,,녹산하영산업앞 삼거리(화전지구15구,128.8876954,35.1039038
12-181,강서구,지사동,,1270,,26440,26440114,,지사6지점,128.8360958,35.14892754
12-180,강서구,지사동,,1236,,26440,26440114,,지사4지점,128.8306952,35.1489333
12-179,강서구,지사동,,1262,,26440,26440114,,지사11지점,128.8246904,35.14176941
12-178,강서구,지사동,,1267,,26440,26440114,,지사10지점,128.8283803,35.14424361
12-177,강서구,지사동,,산139,,26440,26440114,,지사1지점,128.8112685,35.14940772
12-176,강서구,지사동,,1360,,26440,26440114,,지사12지점,128.809375,35.14941116
12-174,강서구,지사동,,1267,,26440,26440114,,지사9지점,128.8302102,35.14601396
12-173,강서구,지사동,,1196-2,과학산단2로10번길 31,26440,26440114,,지사8지점,128.8307241,35.1506842
12-172,강서구,지사동,,1198-5,,26440,26440114,,지사5지점,128.8329204,35.14893141
12-171,강서구,지사동,,1257,,26440,26440114,,지사3지점,128.8247192,35.14896994
12-169,강서구,지사동,,1343,,26440,26440114,,지사2지점,128.8194527,35.14965388
12-168,강서구,명지동,,3290,,26440,26440104,,호산나교회,128.9075963,35.0864465
12-167,강서구,송정동,,1512-1,,26440,26440109,,녹산화물터미널,128.8355161,35.09794098
12-165,강서구,봉림동,,964-8,,26440,26440108,,가락IC진입로,128.8967864,35.16807075
12-164,강서구,봉림동,,1011-6,,26440,26440108,,가락해포마을,128.8931796,35.1635095
12-196,강서구,송정동,,1750-4,,26440,26440109,,견마교입구,128.8332563,35.0889986
12-153,강서구,생곡동,,1082,,26440,26440112,,지사과학산업단지 진입로,128.8610991,35.13252291
12-152,강서구,녹산동,,02월 28일,,26440,26440111,,능엄사입구,128.8965043,35.12103998
12-273,강서구,구랑동,,1246,,26440,26440113,,구랑주유소,128.8552788,35.1272119
12-150,강서구,송정동,,1624,,26440,26440109,,삼성전기정문,128.8556983,35.09347982
12-278,강서구,송정동,,1619-8,녹산산업북로313번길 39,26440,26440109,,삼성전기후문,128.8558402,35.0979748
12-149,강서구,송정동,,1200-9,,26440,26440109,,송정1배수펌프장,128.8394275,35.10390473
12-148,강서구,대저2동,,532-21,,26440,26440102,,율만농협창고앞,128.9278607,35.17365173
12-147,강서구,강동동,,1659,,26440,26440103,,서부환경사업소,128.9248602,35.19568328
12-134,강서구,대저1동,,Aug-49,,26440,26440101,,중앙전파관리소,128.9779243,35.20609176
12-137,강서구,신호동,,246-2,신호산단5로 72-5,26440,26440117,,신호지방산업단지(5),128.8818978,35.08337382
12-140,강서구,대저1동,,2770,,26440,26440101,,강서경기장,128.9741661,35.20756037
12-133,강서구,녹산동,,02월 28일,,26440,26440111,,녹산교,128.8943781,35.12213937
